# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fri Nov 10 22:32:34 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmag:      G-band (Gaia) [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_locale:      Discovery Locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxerr:    X-ray Activity log(L<sub>x</sub>) Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxlim:    X-ray Activity log(L<sub>x</sub>) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxblend:  X-ray Activity log(L<sub>x</sub>) Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,rowupdate,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_locale,pl_mnum,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend
85,CoRoT-4,b,1,9.20205,0.00037,-0.00037,0,0.525,0.15,-0.15,0,,,,,,,,6190,60,-60,0,0,1.16,0.03,-0.02,0,0,5/14/2014,CoRoT-4 b,228.83,25.43,-25.43,0,13.34,0.67,-0.56,0,Space,0,,,,
86,CoRoT-5,b,1,4.0378962,0.0000019,-0.0000019,0,0.217,0.031,-0.025,0,,,,,,,,6100,65,-65,0,0,1,0.02,-0.02,0,0,5/14/2014,CoRoT-5 b,148.42,14.937,-7.628,0,15.558,0.516,-0.527,0,Space,0,,,,
87,CoRoT-6,b,1,8.886593,0.000004,-0.000004,0,2.32,0.31,-0.31,0,,,,,,,,6090,70,-70,0,0,1.05,0.05,-0.05,0,0,5/14/2014,CoRoT-6 b,940.74,108.06,-108.06,0,13.068,0.392,-0.392,0,Space,0,,,,
88,CoRoT-7,b,2,0.85359159,0.00000057,-0.00000057,0,7.5,1.4,-1.4,0,153.7,4.5,-4.5,0,,,,5259,58,-58,0,0,0.91,0.02,-0.02,0,0,3/5/2015,CoRoT-7 b,5.74,0.86,-0.86,0,1.585,0.064,-0.064,0,Space,0,,,,
89,CoRoT-7,c,2,3.698,0.003,-0.003,0,,,,,153.7,4.5,-4.5,0,,,,5259,58,-58,0,0,0.91,0.02,-0.02,0,0,9/10/2015,CoRoT-7 c,8.4,0.9,-0.9,0,,,,,Space,0,,,,
90,CoRoT-8,b,1,6.21229,0.00003,-0.00003,0,1.6,0.1,-0.1,0,380,30,-30,0,,,,5080,80,-80,0,0,0.88,0.04,-0.04,0,0,5/14/2014,CoRoT-8 b,69.92,9.53,-9.53,0,6.39,0.22,-0.22,0,Space,0,,,,
91,CoRoT-9,b,1,95.2738,0.0014,-0.0014,0,0.9,0.13,-0.13,0,460,,,0,,,,5625,80,-80,0,0,0.99,0.04,-0.04,0,0,5/14/2014,CoRoT-9 b,266.97,22.25,-22.25,0,11.77,0.45,-0.45,0,Space,0,,,,
92,CoRoTID 223977153,b,1,6.71837,0.00001,-0.00001,0,1.1,1.3,-0.8,0,,,,,,,,5970,100,-100,0,0,1.08,0.08,-0.07,0,0,9/15/2017,CoRoTID 223977153 b,47.6745,31.783,-31.783,0,6.389,0.673,-0.56,0,Space,0,,,,
93,DENIS-P J082303.1-491201,b,1,246.36,1.38,-1.35,0,,,,,20.77,0.08,-0.08,0,,,,,,,,,0.07,0.01,-0.01,0,0,5/14/2014,DENIS-P J082303.1-491201 b,9057.77,603.85,-603.85,0,,,,,Ground,0,,,,
94,DH Tau,b,1,,,,,,,,,140,15,-15,0,,,,,,,,,0.33,,,0,0,5/14/2014,DH Tau b,3496,3178,-953,0,,,,,Ground,0,,,,
95,DP Leo,b,1,10220,730,-730,0,,,,,,,,,,,,,,,,,0.69,,,0,0,5/14/2014,DP Leo b,,,,,,,,,Ground,0,,,,
96,EPIC 211822797,b,1,21.169619,0.001665,-0.001729,0,,,,,181.5,6,-6,0,,,,3880,67,-67,0,0,0.61,0.02,-0.02,0,0,12/21/2016,EPIC 211822797 b,,,,,2.2,0.2,-0.1,0,Space,0,,,,
97,EPIC 220674823,b,2,0.571308,0.00003,-0.00003,0,,,,,253,50,-50,0,11.86,,0,5590,51,-51,0,0,0.93,0.01,-0.01,0,0,1/26/2017,EPIC 220674823 b,,,,,1.46,0.14,-0.14,0,Space,0,,,,
98,EPIC 220674823,c,2,13.341245,0.0001,-0.0001,0,,,,,253,50,-50,0,11.86,,0,5590,51,-51,0,0,0.93,0.01,-0.01,0,0,1/26/2017,EPIC 220674823 c,,,,,2.53,0.14,-0.14,0,Space,0,,,,
99,FU Tau,b,1,,,,,,,,,140,,,0,,,,2838,,,0,0,0.05,,,0,0,3/10/2016,FU Tau b,5085.28,,,0,,,,,Space,0,,,,
100,Fomalhaut,b,1,555530,184690,-353320,0,,,,,7.69,0.05,-0.05,0,,,,,,,,,2,,,0,0,11/19/2015,Fomalhaut b,,,,,,,,,Space,0,,,,
101,GJ 1132,b,1,1.6289287,0.0000018,-0.0000018,0,3.1,1.7,-1.2,0,12.04,0.24,-0.24,0,,,,,,,0,0,0.18,0.02,-0.02,0,0,7/27/2017,GJ 1132 b,1.63,0.54,-0.54,0,1.43,0.16,-0.16,0,Ground,0,,,,
102,GJ 1148,b,2,41.38,0.002,-0.001,0,,,,0,11.03,0.36,-0.38,0,10.378,,0,,,,,,,,,,,10/19/2017,GJ 1148 b,,,,0,,,,0,Ground,0,,,,
103,GJ 1148,c,2,532.58,4.14,-2.52,0,,,,0,11.03,0.36,-0.38,0,10.378,,0,,,,,,,,,,,10/19/2017,GJ 1148 c,,,,0,,,,0,Ground,0,,,,
104,GJ 1214,b,1,1.58040456,0.00000016,-0.00000016,0,1.49,0.33,-0.33,0,,,,,,,,3170,23,-23,0,0,0.16,0.01,-0.01,0,0,12/3/2015,GJ 1214 b,6.26125,0.85814,-0.85814,0,2.847,0.202,-0.202,0,Ground,0,,,,
105,GJ 15 A,b,1,11.4433,0.0016,-0.0016,0,,,,,3.57,0.01,-0.01,0,7.096,,0,3567,11,-11,0,0,0.38,0.06,-0.06,0,0,9/18/2014,GJ 15 A b,,,,,,,,,Ground,0,27.28,,0,1
106,GJ 163,b,3,8.63182,0.00155,-0.00155,0,,,,,14.97,0.44,-0.46,0,10.492,,0,3500,100,-100,0,0,0.4,0.02,-0.02,0,0,1/26/2017,GJ 163 b,,,,,,,,,Ground,0,,,,
107,GJ 163,c,3,25.63058,0.0255,-0.0255,0,,,,,14.97,0.44,-0.46,0,10.492,,0,3500,100,-100,0,0,0.4,0.02,-0.02,0,0,1/26/2017,GJ 163 c,,,,,,,,,Ground,0,,,,
108,GJ 163,d,3,603.95116,7.55862,-7.55862,0,,,,,14.97,0.44,-0.46,0,10.492,,0,3500,100,-100,0,0,0.4,0.02,-0.02,0,0,1/26/2017,GJ 163 d,,,,,,,,,Ground,0,,,,
109,GJ 179,b,1,2288,59,-59,0,,,,,12.12,0.56,-0.62,0,10.511,,0,3370,100,-100,0,0,0.36,0.03,-0.03,0,0,5/14/2014,GJ 179 b,,,,,,,,,Ground,0,,,,
110,GJ 273,b,2,18.6498,0.0059,-0.0052,0,,,,,3.8,0.02,-0.02,0,,,,3382,49,-49,0,0,0.29,,,0,0,3/30/2017,GJ 273 b,,,,,,,,,Ground,0,26.3,,0,0
111,GJ 273,c,2,4.7234,0.0004,-0.0004,0,,,,,3.8,0.02,-0.02,0,,,,3382,49,-49,0,0,0.29,,,0,0,3/30/2017,GJ 273 c,,,,,,,,,Ground,0,26.3,,0,0
112,GJ 3021,b,1,133.71,0.2,-0.2,0,,,,,17.62,0.16,-0.17,0,6.344,,0,5540,75,-75,0,0,0.9,,,0,0,5/14/2014,GJ 3021 b,,,,,,,,,Ground,0,29.02,,0,0
113,GJ 3138,b,3,1.22003,0.00006,-0.00004,0,,,,,28.48,0.38,-0.38,0,10.07,,0,3717,49,-49,0,0,0.68,,,0,0,3/30/2017,GJ 3138 b,,,,,,,,,Ground,0,,,,
114,GJ 3138,c,3,5.974,0.001,-0.001,0,,,,,28.48,0.38,-0.38,0,10.07,,0,3717,49,-49,0,0,0.68,,,0,0,3/30/2017,GJ 3138 c,,,,,,,,,Ground,0,,,,
115,GJ 3138,d,3,257.8,3.6,-3.5,0,,,,,28.48,0.38,-0.38,0,10.07,,0,3717,49,-49,0,0,0.68,,,0,0,3/30/2017,GJ 3138 d,,,,,,,,,Ground,0,,,,
116,GJ 317,b,1,692,2,-2,0,,,,,15.1,0.22,-0.22,0,,,,3510,50,-50,0,0,0.42,0.05,-0.05,0,0,8/27/2014,GJ 317 b,794.5,222.5,-127.1,0,,,,,Ground,0,,,,
117,GJ 328,b,1,4100,300,-300,0,,,,,20.03,0.85,-0.92,0,9.165,,0,3900,100,-100,0,0,0.69,0.05,-0.05,0,0,5/14/2014,GJ 328 b,,,,,,,,,Ground,0,,,,
118,GJ 3293,b,4,30.5987,0.0083,-0.0084,0,,,,,15.77,0.07,-0.07,0,7.84,,0,3466,49,-49,0,0,0.42,,,0,0,3/30/2017,GJ 3293 b,,,,,,,,,Ground,0,,,,
119,GJ 3293,c,4,122.6196,0.2429,-0.2371,0,,,,,15.77,0.07,-0.07,0,7.84,,0,3466,49,-49,0,0,0.42,,,0,0,3/30/2017,GJ 3293 c,,,,,,,,,Ground,0,,,,
120,GJ 3293,d,4,48.1345,0.0628,-0.0661,0,,,,,15.77,0.07,-0.07,0,7.84,,0,3466,49,-49,0,0,0.42,,,0,0,3/30/2017,GJ 3293 d,,,,,,,,,Ground,0,,,,
121,GJ 3293,e,4,13.2543,0.0078,-0.0104,0,,,,,15.77,0.07,-0.07,0,7.84,,0,3466,49,-49,0,0,0.42,,,0,0,3/30/2017,GJ 3293 e,,,,,,,,,Ground,0,,,,
122,GJ 3323,b,2,5.3636,0.0007,-0.0007,0,,,,,5.32,0.04,-0.04,0,,,,3159,49,-49,0,0,0.16,,,0,0,3/30/2017,GJ 3323 b,,,,,,,,,Ground,0,,,,
123,GJ 3323,c,2,40.54,0.21,-0.19,0,,,,,5.32,0.04,-0.04,0,,,,3159,49,-49,0,0,0.16,,,0,0,3/30/2017,GJ 3323 c,,,,,,,,,Ground,0,,,,
124,GJ 3341,b,1,14.207,0.007,-0.007,0,,,,,,,,,,,,3526,49,-49,0,0,0.47,,,0,0,12/3/2014,GJ 3341 b,,,,,,,,,Ground,0,,,,
125,GJ 3470,b,1,3.3366487,0.0000043,-0.0000033,0,1.18,0.33,-0.33,0,25.2,2.9,-2.9,0,,,,3652,50,-50,0,0,0.51,0.06,-0.06,0,0,7/23/2014,GJ 3470 b,13.73,1.61,-1.61,0,3.88,0.32,-0.32,0,Ground,0,,,,
126,GJ 3634,b,1,2.64561,0.00066,-0.00066,0,,,,,19.8,0.6,-0.6,0,,,,,,,,,0.45,0.05,-0.05,0,0,8/21/2014,GJ 3634 b,8.4,4,-1.5,0,,,,,Ground,0,,,,
127,GJ 3998,b,2,2.64977,0.00081,-0.00077,0,,,,,17.79,0.72,-0.72,0,9.837,,0,3722,68,-68,0,0,0.5,0.05,-0.05,0,0,7/28/2016,GJ 3998 b,,,,,,,,,Ground,0,,,,
128,GJ 3998,c,2,13.74,0.016,-0.016,0,,,,,17.79,0.72,-0.72,0,9.837,,0,3722,68,-68,0,0,0.5,0.05,-0.05,0,0,7/28/2016,GJ 3998 c,,,,,,,,,Ground,0,,,,
129,GJ 433,b,1,7.3709,0.0008,-0.0008,0,,,,,9.04,0.14,-0.15,0,8.749,,0,3600,,,0,0,0.48,,,0,0,5/14/2014,GJ 433 b,,,,,,,,,Ground,0,,,,
130,GJ 436,b,1,2.64388312,0.00000057,-0.00000057,0,1.8,0.29,-0.29,0,10.23,0.23,-0.24,0,9.411,,0,,,,,0,0.47,0.07,-0.07,0,0,2/5/2015,GJ 436 b,22.1,2.3,-2.3,0,4.17,0.168,-0.168,0,Ground,0,26.85,,0,0
131,GJ 504,b,1,,,,,,,,,17.95,0.27,-0.28,0,,,,6234,25,-25,0,0,1.22,0.08,-0.08,0,0,5/14/2014,GJ 504 b,1271.3,1430.2,-317.8,0,,,,,Ground,0,29.51,,0,1
132,GJ 536,b,1,8.7076,0.0022,-0.0025,0,,,,,10.03,,,0,,,,3685,68,-68,0,0,0.52,0.05,-0.05,0,0,11/17/2016,GJ 536 b,,,,,,,,,Ground,0,27.2,,0,0
133,GJ 581,b,3,5.3686,0.0001,-0.0001,0,,,,,6.27,0.09,-0.09,0,9.242,,0,,,,,0,0.31,0.02,-0.02,0,0,7/9/2014,GJ 581 b,,,,,,,,,Ground,0,,,,
134,GJ 581,c,3,12.914,0.002,-0.002,0,,,,,6.27,0.09,-0.09,0,9.242,,0,,,,,0,0.31,0.02,-0.02,0,0,7/9/2014,GJ 581 c,,,,,,,,,Ground,0,,,,
135,GJ 581,e,3,3.149,0.0002,-0.0002,0,,,,,6.27,0.09,-0.09,0,9.242,,0,,,,,0,0.31,0.02,-0.02,0,0,7/9/2014,GJ 581 e,,,,,,,,,Ground,0,,,,
136,GJ 625,b,1,14.628,0.012,-0.013,0,,,,0,6.49,,,0,8.995,,0,3499,68,-68,0,0,0.3,0.07,-0.07,0,0,9/28/2017,GJ 625 b,,,,0,,,,0,Ground,0,26.7,,0,0
137,GJ 649,b,1,598.3,4.2,-4.2,0,,,,,10.32,0.16,-0.16,0,8.681,,0,3700,60,-60,0,0,0.54,0.05,-0.05,0,0,5/14/2014,GJ 649 b,,,,,,,,,Ground,0,,,,
138,GJ 667 C,b,5,7.2004,0.0017,-0.0017,0,,,,,6.8,,,0,,,,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,5/14/2014,GJ 667 C b,,,,,,,,,Ground,0,27.81,,0,1
139,GJ 667 C,c,5,28.14,0.053,-0.065,0,,,,,6.8,,,0,,,,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,5/14/2014,GJ 667 C c,,,,,,,,,Ground,0,27.81,,0,1
140,GJ 667 C,e,5,62.24,0.55,-0.55,0,,,,,6.8,,,0,,,,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,5/14/2014,GJ 667 C e,,,,,,,,,Ground,0,27.81,,0,1
141,GJ 667 C,f,5,39.026,0.194,-0.211,0,,,,,6.8,,,0,,,,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,5/14/2014,GJ 667 C f,,,,,,,,,Ground,0,27.81,,0,1
142,GJ 667 C,g,5,256.2,13.8,-7.9,0,,,,,6.8,,,0,,,,3350,50,-50,0,0,0.33,0.02,-0.02,0,0,5/14/2014,GJ 667 C g,,,,,,,,,Ground,0,27.81,,0,1
143,GJ 674,b,1,4.6938,0.007,-0.007,0,,,,,4.54,0.03,-0.03,0,,,,3600,100,-100,0,0,0.35,,,0,0,5/14/2014,GJ 674 b,,,,,,,,,Ground,0,27.53,,0,0
144,GJ 676 A,b,4,1051.1,0.4,-0.4,0,,,,,16.9,0.1,-0.1,0,8.747,,0,,,,,0,0.71,0.04,-0.04,0,0,9/29/2016,GJ 676 A b,2129.461,572.094,-476.745,0,,,,,Ground,0,,,,
145,GJ 676 A,c,4,7337,95,-92,0,,,,,16.9,0.1,-0.1,0,8.747,,0,,,,,0,0.71,0.04,-0.04,0,0,9/29/2016,GJ 676 A c,,,,,,,,,Ground,0,,,,
146,GJ 676 A,d,4,3.6005,0.0002,-0.0002,0,,,,,16.9,0.1,-0.1,0,8.747,,0,,,,,0,0.71,0.04,-0.04,0,0,9/29/2016,GJ 676 A d,,,,,,,,,Ground,0,,,,
147,GJ 676 A,e,4,35.39,0.03,-0.04,0,,,,,16.9,0.1,-0.1,0,8.747,,0,,,,,0,0.71,0.04,-0.04,0,0,9/29/2016,GJ 676 A e,,,,,,,,,Ground,0,,,,
148,GJ 687,b,1,38.14,0.015,-0.015,0,,,,,4.53,0.02,-0.02,0,7.871,,0,3413,28,-28,0,0,0.41,0.04,-0.04,0,0,5/28/2014,GJ 687 b,,,,,,,,,Ground,0,26.9,,0,0
149,GJ 832,b,2,3657,104,-104,0,,,,,4.94,0.03,-0.03,0,7.612,,0,3472,,,0,0,0.45,0.05,-0.05,0,0,6/25/2014,GJ 832 b,,,,,,,,,Ground,0,26.77,,1,0
150,GJ 832,c,2,35.68,0.03,-0.03,0,,,,,4.94,0.03,-0.03,0,7.612,,0,3472,,,0,0,0.45,0.05,-0.05,0,0,6/25/2014,GJ 832 c,,,,,,,,,Ground,0,26.77,,1,0
151,GJ 849,b,1,1845,15,-15,0,,,,,8.77,0.16,-0.17,0,9.057,,0,,,,,0,0.49,,,0,0,8/27/2014,GJ 849 b,,,,,,,,,Ground,0,,,,
152,GJ 86,b,1,15.76491,0.00039,-0.00039,0,,,,,10.91,0.07,-0.07,0,5.825,,0,5151,,,0,0,0.77,,,0,0,5/14/2014,GJ 86 b,,,,,,,,,Ground,0,27.61,,0,0
153,GJ 876,b,4,61.1166,0.0086,-0.0086,0,,,,,4.7,0.05,-0.05,0,8.702,,0,,,,,0,0.33,0.03,-0.03,0,0,8/27/2014,GJ 876 b,723.2235,1.4302,-1.4302,0,,,,,Ground,0,26.49,,1,0
154,GJ 876,c,4,30.0881,0.0082,-0.0082,0,,,,,4.7,0.05,-0.05,0,8.702,,0,,,,,0,0.33,0.03,-0.03,0,0,8/27/2014,GJ 876 c,226.9846,1.2395,-1.2395,0,,,,,Ground,0,26.49,,1,0
155,GJ 876,d,4,1.93778,0.00002,-0.00002,0,,,,,4.7,0.05,-0.05,0,8.702,,0,,,,,0,0.33,0.03,-0.03,0,0,8/27/2014,GJ 876 d,6.83,0.4,-0.4,0,,,,,Ground,0,26.49,,1,0
156,GJ 876,e,4,124.26,0.7,-0.7,0,,,,,4.7,0.05,-0.05,0,8.702,,0,,,,,0,0.33,0.03,-0.03,0,0,8/27/2014,GJ 876 e,14.6,1.7,-1.7,0,,,,,Ground,0,26.49,,1,0
157,GQ Lup,b,1,,,,,,,,,139,45,-45,0,,,,,,,,,0.7,,,0,0,5/14/2014,GQ Lup b,6356,,,0,33.6,5.6,-5.6,0,Ground,0,,,,
158,GSC 06214-00210,b,1,,,,,,,,,145,14,-14,0,,,,4200,150,-150,0,0,0.9,0.1,-0.1,0,0,4/1/2015,GSC 06214-00210 b,5000,300,-300,0,,,,,Ground,0,,,,
159,GU Psc,b,1,,,,,,,,,48,5,-5,0,,,,,,,,,0.33,0.03,-0.03,0,0,5/14/2014,GU Psc b,3591.3,540.3,-540.3,0,14.179,1.289,-1.289,0,Ground,0,,,,
160,HAT-P-1,b,1,4.46529976,0.00000055,-0.00000055,0,0.282,0.01,-0.009,0,139,22,-19,0,,,,5980,49,-49,0,0,1.15,0.05,-0.05,0,0,9/10/2015,HAT-P-1 b,166.86075,6.03877,-6.03877,0,14.785,0.213,-0.213,0,Ground,0,,,,
161,HAT-P-11,b,1,4.8878162,0.0000071,-0.0000071,0,1.33,0.2,-0.2,0,38,1.3,-1.3,0,9.062,,0,4780,50,-50,0,0,0.81,0.02,-0.03,0,0,5/14/2014,HAT-P-11 b,25.743,2.86,-2.86,0,4.73,0.157,-0.157,0,Ground,0,,,,
162,HAT-P-12,b,1,3.2130598,0.0000021,-0.0000021,0,0.3192,0.016,-0.016,0,142.5,4.2,-3.3,0,,,,4650,60,-60,0,0,0.73,0.02,-0.02,0,0,5/14/2014,HAT-P-12 b,67.059,3.814,-3.814,0,10.749,0.325,-0.235,0,Ground,0,,,,
163,HAT-P-13,b,2,2.91625,0.000015,-0.000015,0,,,,,214,12,-12,0,,,,5653,90,-90,0,0,1.22,0.05,-0.1,0,0,10/15/2014,HAT-P-13 b,270.462,12.077,-12.077,0,14.258,0.729,-0.729,0,Ground,0,,,,
164,HAT-P-13,c,2,446.27,0.22,-0.22,0,,,,,214,12,-12,0,,,,5653,90,-90,0,0,1.22,0.05,-0.1,0,0,5/16/2014,HAT-P-13 c,,,,,,,,,Ground,0,,,,
165,HAT-P-14,b,1,4.627669,0.000005,-0.000005,0,1.82,0.24,-0.24,0,205,11,-11,0,9.839,,0,6600,90,-90,0,0,1.39,0.04,-0.04,0,0,5/14/2014,HAT-P-14 b,709.367,18.751,-18.751,0,12.89,0.583,-0.583,0,Ground,0,,,,
166,HAT-P-15,b,1,10.863502,0.000027,-0.000027,0,1.96,0.22,-0.22,0,190,8,-8,0,,,,5568,90,-90,0,0,1.01,0.04,-0.04,0,0,5/14/2014,HAT-P-15 b,618.471,20.976,-20.976,0,12.016,0.482,-0.482,0,Ground,0,,,,
167,HAT-P-16,b,1,2.77596,0.000003,-0.000003,0,2.42,0.35,-0.35,0,235,10,-10,0,,,,6158,80,-80,0,0,1.22,0.04,-0.04,0,0,5/14/2014,HAT-P-16 b,1332.605,29.875,-29.875,0,14.448,0.74,-0.74,0,Ground,0,,,,
168,HAT-P-17,b,2,10.338523,0.000009,-0.000009,0,0.64,0.05,-0.05,0,90,3,-3,0,10.211,,0,5246,80,-80,0,0,0.86,0.04,-0.04,0,0,5/14/2014,HAT-P-17 b,169.71,5.72,-5.72,0,11.321,0.325,-0.325,0,Ground,0,,,,
169,HAT-P-17,c,2,5584,7700,-2100,0,,,,,90,3,-3,0,10.211,,0,5246,80,-80,0,0,0.86,0.04,-0.04,0,0,5/14/2014,HAT-P-17 c,,,,,,,,,Ground,0,,,,
